Clef;Date début;Site;Profondeur;Plaque;Famille;Position sur plaque;Nombre;Observation
40787Vaipahu68Autres;sept-11;Vaipahu;06m;8;Autres;;0;
40787Vaipahu69Autres;sept-11;Vaipahu;06m;9;Autres;;0;
40787Vaipahu610CassésDessus;sept-11;Vaipahu;06m;10;Cassés;Dessus;1;
40787Vaipahu611Autres;sept-11;Vaipahu;06m;11;Autres;;0;
40787Vaipahu612Autres;sept-11;Vaipahu;06m;12;Autres;;0;
40787Vaipahu613Autres;sept-11;Vaipahu;06m;13;Autres;;0;
40787Vaipahu614Autres;sept-11;Vaipahu;06m;14;Autres;;0;
40787Vaipahu615Autres;sept-11;Vaipahu;06m;15;Autres;;0;
40787Vaipahu616Autres;sept-11;Vaipahu;06m;16;Autres;;0;
40787Vaipahu617PocilloporidaeDessous;sept-11;Vaipahu;06m;17;Pocilloporidae;Dessous;2;
40787Vaipahu618Autres;sept-11;Vaipahu;06m;18;Autres;;0;
40787Vaipahu619Autres;sept-11;Vaipahu;06m;19;Autres;;0;
40787Vaipahu620Autres;sept-11;Vaipahu;06m;20;Autres;;0;
40787Vaipahu1221Autres;sept-11;Vaipahu;12m;21;Autres;;0;
40787Vaipahu1222Autres;sept-11;Vaipahu;12m;22;Autres;;0;
40787Vaipahu1223Autres;sept-11;Vaipahu;12m;23;Autres;;0;
40787Vaipahu1224Autres;sept-11;Vaipahu;12m;24;Autres;;0;
40787Vaipahu1225Autres;sept-11;Vaipahu;12m;25;Autres;;0;
40787Vaipahu1226Autres;sept-11;Vaipahu;12m;26;Autres;;0;
40787Vaipahu1227Autres;sept-11;Vaipahu;12m;27;Autres;;0;
40787Vaipahu1228Autres;sept-11;Vaipahu;12m;28;Autres;;0;
40787Vaipahu1229Autres;sept-11;Vaipahu;12m;29;Autres;;0;
40787Vaipahu1230;sept-11;Vaipahu;12m;30;;;;Plaque absente
40787Vaipahu1231Autres;sept-11;Vaipahu;12m;31;Autres;;0;
40787Vaipahu1232Autres;sept-11;Vaipahu;12m;32;Autres;;0;
40787Vaipahu1233;sept-11;Vaipahu;12m;33;;;;Plaque absente
40787Vaipahu1234Autres;sept-11;Vaipahu;12m;34;Autres;;0;
40787Vaipahu1235PoritidaeDessous;sept-11;Vaipahu;12m;35;Poritidae;Dessous;1;
40787Vaipahu1236Autres;sept-11;Vaipahu;12m;36;Autres;;0;
40787Vaipahu1237Autres;sept-11;Vaipahu;12m;37;Autres;;0;
40787Vaipahu1238PocilloporidaeDessous;sept-11;Vaipahu;12m;38;Pocilloporidae;Dessous;1;
40787Vaipahu1239Autres;sept-11;Vaipahu;12m;39;Autres;;0;
40787Vaipahu1240Autres;sept-11;Vaipahu;12m;40;Autres;;0;
40787Vaipahu1841Autres;sept-11;Vaipahu;18m;41;Autres;;0;
40787Vaipahu1842Autres;sept-11;Vaipahu;18m;42;Autres;;0;
40787Vaipahu1843Autres;sept-11;Vaipahu;18m;43;Autres;;0;
40787Vaipahu1844Autres;sept-11;Vaipahu;18m;44;Autres;;0;
40787Vaipahu1845Autres;sept-11;Vaipahu;18m;45;Autres;;0;
40787Vaipahu1846Autres;sept-11;Vaipahu;18m;46;Autres;;0;
40787Vaipahu1847PoritidaeDessous;sept-11;Vaipahu;18m;47;Poritidae;Dessous;1;
40787Vaipahu1848Autres;sept-11;Vaipahu;18m;48;Autres;;0;
40787Vaipahu1849Autres;sept-11;Vaipahu;18m;49;Autres;;0;
40787Vaipahu1850Autres;sept-11;Vaipahu;18m;50;Autres;;0;
40787Vaipahu1851Autres;sept-11;Vaipahu;18m;51;Autres;;0;
40787Vaipahu1852Autres;sept-11;Vaipahu;18m;52;Autres;;0;
40787Vaipahu1853Autres;sept-11;Vaipahu;18m;53;Autres;;0;
40787Vaipahu1854Autres;sept-11;Vaipahu;18m;54;Autres;;0;
40787Vaipahu1855Autres;sept-11;Vaipahu;18m;55;Autres;;0;
40787Vaipahu1856Autres;sept-11;Vaipahu;18m;56;Autres;;0;
40787Vaipahu1857Autres;sept-11;Vaipahu;18m;57;Autres;;0;
40787Vaipahu1858Autres;sept-11;Vaipahu;18m;58;Autres;;0;
40787Vaipahu1859Autres;sept-11;Vaipahu;18m;59;Autres;;0;
40787Vaipahu1860Autres;sept-11;Vaipahu;18m;60;Autres;;0;
40787Tiahura661Autres;sept-11;Tiahura;06m;61;Autres;;0;
40787Tiahura662Autres;sept-11;Tiahura;06m;62;Autres;;0;
40787Tiahura663PocilloporidaeDessus;sept-11;Tiahura;06m;63;Pocilloporidae;Dessus;1;
40787Tiahura664AcroporidaeBords;sept-11;Tiahura;06m;64;Acroporidae;Bords;1;
40787Tiahura665Autres;sept-11;Tiahura;06m;65;Autres;;0;
40787Tiahura666Autres;sept-11;Tiahura;06m;66;Autres;;0;
40787Tiahura667Autres;sept-11;Tiahura;06m;67;Autres;;0;
40787Tiahura668Autres;sept-11;Tiahura;06m;68;Autres;;0;
40787Tiahura669Autres;sept-11;Tiahura;06m;69;Autres;;0;
40787Tiahura670PocilloporidaeBords;sept-11;Tiahura;06m;70;Pocilloporidae;Bords;1;
40787Tiahura671Autres;sept-11;Tiahura;06m;71;Autres;;0;
40787Tiahura672Autres;sept-11;Tiahura;06m;72;Autres;;0;
40787Tiahura673Autres;sept-11;Tiahura;06m;73;Autres;;0;
40787Tiahura674AcroporidaeDessus;sept-11;Tiahura;06m;74;Acroporidae;Dessus;1;
40787Tiahura675Autres;sept-11;Tiahura;06m;75;Autres;;0;
40787Tiahura676Autres;sept-11;Tiahura;06m;76;Autres;;0;
40787Tiahura677Autres;sept-11;Tiahura;06m;77;Autres;;0;
40787Tiahura678Autres;sept-11;Tiahura;06m;78;Autres;;0;
40787Tiahura679Autres;sept-11;Tiahura;06m;79;Autres;;0;
40787Tiahura680Autres;sept-11;Tiahura;06m;80;Autres;;0;
40787Tiahura1281Autres;sept-11;Tiahura;12m;81;Autres;;0;
40787Tiahura1282Autres;sept-11;Tiahura;12m;82;Autres;;0;
40787Tiahura1283PoritidaeDessous;sept-11;Tiahura;12m;83;Poritidae;Dessous;1;
40787Tiahura1284PoritidaeBords;sept-11;Tiahura;12m;84;Poritidae;Bords;1;
40787Tiahura1285CassésDessous;sept-11;Tiahura;12m;85;Cassés;Dessous;1;
40787Tiahura1286Autres;sept-11;Tiahura;12m;86;Autres;;0;
40787Tiahura1287Autres;sept-11;Tiahura;12m;87;Autres;;0;
40787Tiahura1288Autres;sept-11;Tiahura;12m;88;Autres;;0;
40787Tiahura1289Autres;sept-11;Tiahura;12m;89;Autres;;0;
40787Tiahura1290Autres;sept-11;Tiahura;12m;90;Autres;;0;
40787Tiahura1291Autres;sept-11;Tiahura;12m;91;Autres;;0;
40787Tiahura1292Autres;sept-11;Tiahura;12m;92;Autres;;0;
40787Tiahura1293Autres;sept-11;Tiahura;12m;93;Autres;;0;
40787Tiahura1294Autres;sept-11;Tiahura;12m;94;Autres;;0;
40787Tiahura1295Autres;sept-11;Tiahura;12m;95;Autres;;0;
40787Tiahura1296Autres;sept-11;Tiahura;12m;96;Autres;;0;
40787Tiahura1297Autres;sept-11;Tiahura;12m;97;Autres;;0;
40787Tiahura1298Autres;sept-11;Tiahura;12m;98;Autres;;0;
40787Tiahura1299Autres;sept-11;Tiahura;12m;99;Autres;;0;
40787Tiahura12100Autres;sept-11;Tiahura;12m;100;Autres;;0;
40787Tiahura18101Autres;sept-11;Tiahura;18m;101;Autres;;0;
40787Tiahura18102Autres;sept-11;Tiahura;18m;102;Autres;;0;
40787Tiahura18103Autres;sept-11;Tiahura;18m;103;Autres;;0;
40787Tiahura18104Autres;sept-11;Tiahura;18m;104;Autres;;0;
40787Tiahura18105PoritidaeBords;sept-11;Tiahura;18m;105;Poritidae;Bords;1;
40787Tiahura18106Autres;sept-11;Tiahura;18m;106;Autres;;0;
40787Tiahura18107Autres;sept-11;Tiahura;18m;107;Autres;;0;
40787Tiahura18108Autres;sept-11;Tiahura;18m;108;Autres;;0;
40787Tiahura18109Autres;sept-11;Tiahura;18m;109;Autres;;0;
40787Tiahura18110Autres;sept-11;Tiahura;18m;110;Autres;;0;
40787Tiahura18111Autres;sept-11;Tiahura;18m;111;Autres;;0;
40787Tiahura18112PocilloporidaeBords;sept-11;Tiahura;18m;112;Pocilloporidae;Bords;1;
40787Tiahura18113Autres;sept-11;Tiahura;18m;113;Autres;;0;
40787Tiahura18114Autres;sept-11;Tiahura;18m;114;Autres;;0;
40787Tiahura18115Autres;sept-11;Tiahura;18m;115;Autres;;0;
40787Tiahura18116;sept-11;Tiahura;18m;116;;;;Plaque absente
40787Tiahura18117Autres;sept-11;Tiahura;18m;117;Autres;;0;
40787Tiahura18118Autres;sept-11;Tiahura;18m;118;Autres;;0;
40787Tiahura18119Autres;sept-11;Tiahura;18m;119;Autres;;0;
40787Tiahura18120Autres;sept-11;Tiahura;18m;120;Autres;;0;
40787Haapiti6121Autres;sept-11;Haapiti;06m;121;Autres;;0;
40787Haapiti6122Autres;sept-11;Haapiti;06m;122;Autres;;0;
40787Haapiti6123Autres;sept-11;Haapiti;06m;123;Autres;;0;
40787Haapiti6124Autres;sept-11;Haapiti;06m;124;Autres;;0;
40787Haapiti6125Autres;sept-11;Haapiti;06m;125;Autres;;0;
40787Haapiti6126Autres;sept-11;Haapiti;06m;126;Autres;;0;
40787Haapiti6127Autres;sept-11;Haapiti;06m;127;Autres;;0;
40787Haapiti6128Autres;sept-11;Haapiti;06m;128;Autres;;0;
40787Haapiti6129Autres;sept-11;Haapiti;06m;129;Autres;;0;
40787Haapiti6130Autres;sept-11;Haapiti;06m;130;Autres;;0;
40787Haapiti6131Autres;sept-11;Haapiti;06m;131;Autres;;0;
40787Haapiti6132Autres;sept-11;Haapiti;06m;132;Autres;;0;
40787Haapiti6133Autres;sept-11;Haapiti;06m;133;Autres;;0;
40787Haapiti6134Autres;sept-11;Haapiti;06m;134;Autres;;0;
40787Haapiti6135Autres;sept-11;Haapiti;06m;135;Autres;;0;
40787Haapiti6136Autres;sept-11;Haapiti;06m;136;Autres;;0;
40787Haapiti6137Autres;sept-11;Haapiti;06m;137;Autres;;0;
40787Haapiti6138Autres;sept-11;Haapiti;06m;138;Autres;;0;
40787Haapiti6139Autres;sept-11;Haapiti;06m;139;Autres;;0;
40787Haapiti6140PocilloporidaeDessus;sept-11;Haapiti;06m;140;Pocilloporidae;Dessus;1;
40787Haapiti12141Autres;sept-11;Haapiti;12m;141;Autres;;0;
40787Haapiti12142Autres;sept-11;Haapiti;12m;142;Autres;;0;
40787Haapiti12143Autres;sept-11;Haapiti;12m;143;Autres;;0;
40787Haapiti12144Autres;sept-11;Haapiti;12m;144;Autres;;0;
40787Haapiti12145Autres;sept-11;Haapiti;12m;145;Autres;;0;
40787Haapiti12146Autres;sept-11;Haapiti;12m;146;Autres;;0;
40787Haapiti12147Autres;sept-11;Haapiti;12m;147;Autres;;0;
40787Haapiti12148Autres;sept-11;Haapiti;12m;148;Autres;;0;
40787Haapiti12149Autres;sept-11;Haapiti;12m;149;Autres;;0;
40787Haapiti12150Autres;sept-11;Haapiti;12m;150;Autres;;0;
40787Haapiti12151Autres;sept-11;Haapiti;12m;151;Autres;;0;
40787Haapiti12152Autres;sept-11;Haapiti;12m;152;Autres;;0;
40787Haapiti12153Autres;sept-11;Haapiti;12m;153;Autres;;0;
40787Haapiti12154Autres;sept-11;Haapiti;12m;154;Autres;;0;
40787Haapiti12155Autres;sept-11;Haapiti;12m;155;Autres;;0;
40787Haapiti12156Autres;sept-11;Haapiti;12m;156;Autres;;0;
40787Haapiti12157Autres;sept-11;Haapiti;12m;157;Autres;;0;
40787Haapiti12158Autres;sept-11;Haapiti;12m;158;Autres;;0;
40787Haapiti12159Autres;sept-11;Haapiti;12m;159;Autres;;0;
40787Haapiti12160Autres;sept-11;Haapiti;12m;160;Autres;;0;
40787Haapiti18161Autres;sept-11;Haapiti;18m;161;Autres;;0;
40787Haapiti18162Autres;sept-11;Haapiti;18m;162;Autres;;0;
40787Haapiti18163Autres;sept-11;Haapiti;18m;163;Autres;;0;
40787Haapiti18164Autres;sept-11;Haapiti;18m;164;Autres;;0;
40787Haapiti18165Autres;sept-11;Haapiti;18m;165;Autres;;0;
40787Haapiti18166Autres;sept-11;Haapiti;18m;166;Autres;;0;
40787Haapiti18167Autres;sept-11;Haapiti;18m;167;Autres;;0;
40787Haapiti18168Autres;sept-11;Haapiti;18m;168;Autres;;0;
40787Haapiti18169CassésDessous;sept-11;Haapiti;18m;169;Cassés;Dessous;1;
40787Haapiti18170Autres;sept-11;Haapiti;18m;170;Autres;;0;
40787Haapiti18171Autres;sept-11;Haapiti;18m;171;Autres;;0;
40787Haapiti18172Autres;sept-11;Haapiti;18m;172;Autres;;0;
40787Haapiti18173Autres;sept-11;Haapiti;18m;173;Autres;;0;
40787Haapiti18174Autres;sept-11;Haapiti;18m;174;Autres;;0;
40787Haapiti18175Autres;sept-11;Haapiti;18m;175;Autres;;0;
40787Haapiti18176Autres;sept-11;Haapiti;18m;176;Autres;;0;
40787Haapiti18177Autres;sept-11;Haapiti;18m;177;Autres;;0;
40787Haapiti18178Autres;sept-11;Haapiti;18m;178;Autres;;0;
40787Haapiti18179Autres;sept-11;Haapiti;18m;179;Autres;;0;
40787Haapiti18180Autres;sept-11;Haapiti;18m;180;Autres;;0;
40878Vaipahu61Autres;déc-11;Vaipahu;06m;1;Autres;;0;
40878Vaipahu62Autres;déc-11;Vaipahu;06m;2;Autres;;0;
40878Vaipahu63CassésBords;déc-11;Vaipahu;06m;3;Cassés;Bords;1;
40878Vaipahu63CassésDessus;déc-11;Vaipahu;06m;3;Cassés;Dessus;1;
40878Vaipahu63PocilloporidaeBords;déc-11;Vaipahu;06m;3;Pocilloporidae;Bords;1;
40878Vaipahu63PocilloporidaeDessus;déc-11;Vaipahu;06m;3;Pocilloporidae;Dessus;1;
40878Vaipahu63PoritidaeDessus;déc-11;Vaipahu;06m;3;Poritidae;Dessus;1;
40878Vaipahu64PoritidaeDessous;déc-11;Vaipahu;06m;4;Poritidae;Dessous;1;
40878Vaipahu65Autres;déc-11;Vaipahu;06m;5;Autres;;0;
40878Vaipahu66CassésBords;déc-11;Vaipahu;06m;6;Cassés;Bords;1;
40878Vaipahu66CassésDessus;déc-11;Vaipahu;06m;6;Cassés;Dessus;1;
40878Vaipahu66PocilloporidaeDessous;déc-11;Vaipahu;06m;6;Pocilloporidae;Dessous;1;
40878Vaipahu66PoritidaeBords;déc-11;Vaipahu;06m;6;Poritidae;Bords;2;
40878Vaipahu67Autres;déc-11;Vaipahu;06m;7;Autres;;0;
40878Vaipahu68CassésBords;déc-11;Vaipahu;06m;8;Cassés;Bords;1;
40878Vaipahu69PocilloporidaeDessous;déc-11;Vaipahu;06m;9;Pocilloporidae;Dessous;1;
40878Vaipahu69PoritidaeBords;déc-11;Vaipahu;06m;9;Poritidae;Bords;1;
40878Vaipahu69PoritidaeDessous;déc-11;Vaipahu;06m;9;Poritidae;Dessous;1;
40878Vaipahu610CassésBords;déc-11;Vaipahu;06m;10;Cassés;Bords;1;
40878Vaipahu610CassésDessous;déc-11;Vaipahu;06m;10;Cassés;Dessous;1;
40878Vaipahu610PocilloporidaeBords;déc-11;Vaipahu;06m;10;Pocilloporidae;Bords;1;
40878Vaipahu610PocilloporidaeDessous;déc-11;Vaipahu;06m;10;Pocilloporidae;Dessous;3;
40878Vaipahu610PoritidaeBords;déc-11;Vaipahu;06m;10;Poritidae;Bords;1;
40878Vaipahu610PoritidaeDessous;déc-11;Vaipahu;06m;10;Poritidae;Dessous;1;
40878Vaipahu610PoritidaeDessus;déc-11;Vaipahu;06m;10;Poritidae;Dessus;1;
40878Vaipahu611CassésDessus;déc-11;Vaipahu;06m;11;Cassés;Dessus;1;
40878Vaipahu611PoritidaeBords;déc-11;Vaipahu;06m;11;Poritidae;Bords;1;
40878Vaipahu611PoritidaeDessous;déc-11;Vaipahu;06m;11;Poritidae;Dessous;1;
40878Vaipahu612Autres;déc-11;Vaipahu;06m;12;Autres;;0;
40878Vaipahu613Autres;déc-11;Vaipahu;06m;13;Autres;;0;
40878Vaipahu614CassésBords;déc-11;Vaipahu;06m;14;Cassés;Bords;1;
40878Vaipahu614CassésDessous;déc-11;Vaipahu;06m;14;Cassés;Dessous;1;
40878Vaipahu614PocilloporidaeBords;déc-11;Vaipahu;06m;14;Pocilloporidae;Bords;1;
40878Vaipahu614PoritidaeDessus;déc-11;Vaipahu;06m;14;Poritidae;Dessus;1;
40878Vaipahu615CassésBords;déc-11;Vaipahu;06m;15;Cassés;Bords;1;
40878Vaipahu615PoritidaeBords;déc-11;Vaipahu;06m;15;Poritidae;Bords;1;
40878Vaipahu615PoritidaeDessous;déc-11;Vaipahu;06m;15;Poritidae;Dessous;1;
40878Vaipahu616CassésBords;déc-11;Vaipahu;06m;16;Cassés;Bords;1;
40878Vaipahu616PocilloporidaeDessous;déc-11;Vaipahu;06m;16;Pocilloporidae;Dessous;1;
40878Vaipahu616PoritidaeDessous;déc-11;Vaipahu;06m;16;Poritidae;Dessous;1;
40878Vaipahu617Autres;déc-11;Vaipahu;06m;17;Autres;;0;
40878Vaipahu618PocilloporidaeDessous;déc-11;Vaipahu;06m;18;Pocilloporidae;Dessous;1;
40878Vaipahu618PoritidaeDessous;déc-11;Vaipahu;06m;18;Poritidae;Dessous;1;
40878Vaipahu619Autres;déc-11;Vaipahu;06m;19;Autres;;0;
40878Vaipahu620PocilloporidaeDessous;déc-11;Vaipahu;06m;20;Pocilloporidae;Dessous;1;
40878Vaipahu1221PocilloporidaeDessous;déc-11;Vaipahu;12m;21;Pocilloporidae;Dessous;1;
40878Vaipahu1222PocilloporidaeDessus;déc-11;Vaipahu;12m;22;Pocilloporidae;Dessus;1;
40878Vaipahu1223Autres;déc-11;Vaipahu;12m;23;Autres;;0;
40878Vaipahu1224CassésDessous;déc-11;Vaipahu;12m;24;Cassés;Dessous;1;
40878Vaipahu1224PocilloporidaeDessous;déc-11;Vaipahu;12m;24;Pocilloporidae;Dessous;1;
40878Vaipahu1224PoritidaeDessous;déc-11;Vaipahu;12m;24;Poritidae;Dessous;1;
40878Vaipahu1225PocilloporidaeDessous;déc-11;Vaipahu;12m;25;Pocilloporidae;Dessous;1;
40878Vaipahu1226AutresDessous;déc-11;Vaipahu;12m;26;Autres;Dessous;1;
40878Vaipahu1226PocilloporidaeDessous;déc-11;Vaipahu;12m;26;Pocilloporidae;Dessous;1;
40878Vaipahu1226PoritidaeDessous;déc-11;Vaipahu;12m;26;Poritidae;Dessous;1;
40878Vaipahu1227Autres;déc-11;Vaipahu;12m;27;Autres;;0;
40878Vaipahu1228Autres;déc-11;Vaipahu;12m;28;Autres;;0;
40878Vaipahu1229CassésDessous;déc-11;Vaipahu;12m;29;Cassés;Dessous;1;
40878Vaipahu1230Autres;déc-11;Vaipahu;12m;30;Autres;;0;
40878Vaipahu1231CassésDessus;déc-11;Vaipahu;12m;31;Cassés;Dessus;1;
40878Vaipahu1231PocilloporidaeDessous;déc-11;Vaipahu;12m;31;Pocilloporidae;Dessous;1;
40878Vaipahu1231PocilloporidaeDessus;déc-11;Vaipahu;12m;31;Pocilloporidae;Dessus;1;
40878Vaipahu1232Autres;déc-11;Vaipahu;12m;32;Autres;;0;
40878Vaipahu1233Autres;déc-11;Vaipahu;12m;33;Autres;;0;
40878Vaipahu1234CassésBords;déc-11;Vaipahu;12m;34;Cassés;Bords;1;
40878Vaipahu1235PocilloporidaeDessous;déc-11;Vaipahu;12m;35;Pocilloporidae;Dessous;1;
40878Vaipahu1236Autres;déc-11;Vaipahu;12m;36;Autres;;0;
40878Vaipahu1237PocilloporidaeDessous;déc-11;Vaipahu;12m;37;Pocilloporidae;Dessous;2;
40878Vaipahu1237PocilloporidaeDessus;déc-11;Vaipahu;12m;37;Pocilloporidae;Dessus;1;
40878Vaipahu1237PoritidaeDessous;déc-11;Vaipahu;12m;37;Poritidae;Dessous;1;
40878Vaipahu1237PoritidaeDessus;déc-11;Vaipahu;12m;37;Poritidae;Dessus;1;
40878Vaipahu1238Autres;déc-11;Vaipahu;12m;38;Autres;;0;
40878Vaipahu1239Autres;déc-11;Vaipahu;12m;39;Autres;;0;
40878Vaipahu1240Autres;déc-11;Vaipahu;12m;40;Autres;;0;
40878Vaipahu1841Autres;déc-11;Vaipahu;18m;41;Autres;;0;
40878Vaipahu1842Autres;déc-11;Vaipahu;18m;42;Autres;;0;
40878Vaipahu1843Autres;déc-11;Vaipahu;18m;43;Autres;;0;
40878Vaipahu1844Autres;déc-11;Vaipahu;18m;44;Autres;;0;
40878Vaipahu1845Autres;déc-11;Vaipahu;18m;45;Autres;;0;
40878Vaipahu1846Autres;déc-11;Vaipahu;18m;46;Autres;;0;
40878Vaipahu1847PocilloporidaeDessous;déc-11;Vaipahu;18m;47;Pocilloporidae;Dessous;1;
40878Vaipahu1848Autres;déc-11;Vaipahu;18m;48;Autres;;0;
40878Vaipahu1849Autres;déc-11;Vaipahu;18m;49;Autres;;0;
40878Vaipahu1850CassésDessus;déc-11;Vaipahu;18m;50;Cassés;Dessus;1;
40878Vaipahu1851Autres;déc-11;Vaipahu;18m;51;Autres;;0;
40878Vaipahu1852Autres;déc-11;Vaipahu;18m;52;Autres;;0;
40878Vaipahu1853PocilloporidaeDessous;déc-11;Vaipahu;18m;53;Pocilloporidae;Dessous;2;
40878Vaipahu1854Autres;déc-11;Vaipahu;18m;54;Autres;;0;
40878Vaipahu1855Autres;déc-11;Vaipahu;18m;55;Autres;;0;
40878Vaipahu1856PocilloporidaeDessus;déc-11;Vaipahu;18m;56;Pocilloporidae;Dessus;1;
40878Vaipahu1857Autres;déc-11;Vaipahu;18m;57;Autres;;0;
40878Vaipahu1858Autres;déc-11;Vaipahu;18m;58;Autres;;0;
40878Vaipahu1859Autres;déc-11;Vaipahu;18m;59;Autres;;0;
40878Vaipahu1860Autres;déc-11;Vaipahu;18m;60;Autres;;0;
40878Tiahura661PoritidaeDessus;déc-11;Tiahura;06m;61;Poritidae;Dessus;1;
40878Tiahura662Autres;déc-11;Tiahura;06m;62;Autres;;0;
40878Tiahura663Autres;déc-11;Tiahura;06m;63;Autres;;0;
40878Tiahura664Autres;déc-11;Tiahura;06m;64;Autres;;0;
40878Tiahura665Autres;déc-11;Tiahura;06m;65;Autres;;0;
40878Tiahura666CassésDessus;déc-11;Tiahura;06m;66;Cassés;Dessus;1;
40878Tiahura666PocilloporidaeBords;déc-11;Tiahura;06m;66;Pocilloporidae;Bords;1;
40878Tiahura666PocilloporidaeDessus;déc-11;Tiahura;06m;66;Pocilloporidae;Dessus;1;
40878Tiahura666PoritidaeDessus;déc-11;Tiahura;06m;66;Poritidae;Dessus;2;
40878Tiahura667PocilloporidaeBords;déc-11;Tiahura;06m;67;Pocilloporidae;Bords;1;
40878Tiahura667PocilloporidaeDessous;déc-11;Tiahura;06m;67;Pocilloporidae;Dessous;1;
40878Tiahura668PoritidaeBords;déc-11;Tiahura;06m;68;Poritidae;Bords;1;
40878Tiahura669PoritidaeBords;déc-11;Tiahura;06m;69;Poritidae;Bords;2;
40878Tiahura670CassésDessus;déc-11;Tiahura;06m;70;Cassés;Dessus;1;
40878Tiahura670PoritidaeDessus;déc-11;Tiahura;06m;70;Poritidae;Dessus;1;
40878Tiahura671Autres;déc-11;Tiahura;06m;71;Autres;;0;
40878Tiahura672CassésBords;déc-11;Tiahura;06m;72;Cassés;Bords;1;
40878Tiahura672PoritidaeBords;déc-11;Tiahura;06m;72;Poritidae;Bords;1;
40878Tiahura672PoritidaeDessus;déc-11;Tiahura;06m;72;Poritidae;Dessus;1;
40878Tiahura673Autres;déc-11;Tiahura;06m;73;Autres;;0;
40878Tiahura674AutresDessous;déc-11;Tiahura;06m;74;Autres;Dessous;1;
40878Tiahura675Autres;déc-11;Tiahura;06m;75;Autres;;0;
40878Tiahura676PoritidaeDessus;déc-11;Tiahura;06m;76;Poritidae;Dessus;1;
40878Tiahura677PocilloporidaeBords;déc-11;Tiahura;06m;77;Pocilloporidae;Bords;1;
40878Tiahura678PoritidaeDessus;déc-11;Tiahura;06m;78;Poritidae;Dessus;1;
40878Tiahura679Autres;déc-11;Tiahura;06m;79;Autres;;0;
40878Tiahura680CassésBords;déc-11;Tiahura;06m;80;Cassés;Bords;1;
40878Tiahura1281PocilloporidaeDessous;déc-11;Tiahura;12m;81;Pocilloporidae;Dessous;1;
40878Tiahura1282AcroporidaeDessous;déc-11;Tiahura;12m;82;Acroporidae;Dessous;1;
40878Tiahura1282PoritidaeDessus;déc-11;Tiahura;12m;82;Poritidae;Dessus;2;
40878Tiahura1283CassésDessus;déc-11;Tiahura;12m;83;Cassés;Dessus;1;
40878Tiahura1283PoritidaeDessous;déc-11;Tiahura;12m;83;Poritidae;Dessous;2;
40878Tiahura1284CassésDessus;déc-11;Tiahura;12m;84;Cassés;Dessus;2;
40878Tiahura1284PocilloporidaeBords;déc-11;Tiahura;12m;84;Pocilloporidae;Bords;1;
40878Tiahura1284PoritidaeDessus;déc-11;Tiahura;12m;84;Poritidae;Dessus;1;
40878Tiahura1285CassésDessous;déc-11;Tiahura;12m;85;Cassés;Dessous;1;
40878Tiahura1285PocilloporidaeDessous;déc-11;Tiahura;12m;85;Pocilloporidae;Dessous;3;
40878Tiahura1285PoritidaeBords;déc-11;Tiahura;12m;85;Poritidae;Bords;1;
40878Tiahura1285PoritidaeDessous;déc-11;Tiahura;12m;85;Poritidae;Dessous;2;
40878Tiahura1286PocilloporidaeDessus;déc-11;Tiahura;12m;86;Pocilloporidae;Dessus;1;
40878Tiahura1286PoritidaeBords;déc-11;Tiahura;12m;86;Poritidae;Bords;1;
40878Tiahura1287Autres;déc-11;Tiahura;12m;87;Autres;;0;
40878Tiahura1288PocilloporidaeDessous;déc-11;Tiahura;12m;88;Pocilloporidae;Dessous;1;
40878Tiahura1289Autres;déc-11;Tiahura;12m;89;Autres;;0;
40878Tiahura1290PoritidaeBords;déc-11;Tiahura;12m;90;Poritidae;Bords;1;
40878Tiahura1290PoritidaeDessous;déc-11;Tiahura;12m;90;Poritidae;Dessous;2;
40878Tiahura1290PoritidaeDessus;déc-11;Tiahura;12m;90;Poritidae;Dessus;1;
40878Tiahura1291PoritidaeDessus;déc-11;Tiahura;12m;91;Poritidae;Dessus;1;
40878Tiahura1292Autres;déc-11;Tiahura;12m;92;Autres;;0;
40878Tiahura1293Autres;déc-11;Tiahura;12m;93;Autres;;0;
40878Tiahura1294PoritidaeDessous;déc-11;Tiahura;12m;94;Poritidae;Dessous;1;
40878Tiahura1295Autres;déc-11;Tiahura;12m;95;Autres;;0;
40878Tiahura1296Autres;déc-11;Tiahura;12m;96;Autres;;0;
40878Tiahura1297PocilloporidaeDessous;déc-11;Tiahura;12m;97;Pocilloporidae;Dessous;1;
40878Tiahura1297PocilloporidaeDessus;déc-11;Tiahura;12m;97;Pocilloporidae;Dessus;1;
40878Tiahura1298Autres;déc-11;Tiahura;12m;98;Autres;;0;
40878Tiahura1299Autres;déc-11;Tiahura;12m;99;Autres;;0;
40878Tiahura12100Autres;déc-11;Tiahura;12m;100;Autres;;0;
40878Tiahura18101;déc-11;Tiahura;18m;101;;;;Plaque absente
40878Tiahura18102Autres;déc-11;Tiahura;18m;102;Autres;;0;
40878Tiahura18103Autres;déc-11;Tiahura;18m;103;Autres;;0;
40878Tiahura18104Autres;déc-11;Tiahura;18m;104;Autres;;0;
40878Tiahura18105AutresBords;déc-11;Tiahura;18m;105;Autres;Bords;1;
40878Tiahura18105PoritidaeBords;déc-11;Tiahura;18m;105;Poritidae;Bords;1;
40878Tiahura18106Autres;déc-11;Tiahura;18m;106;Autres;;0;
40878Tiahura18107Autres;déc-11;Tiahura;18m;107;Autres;;0;
