Year;Date;Site;Observer;Transect;Species;Abundance;Size
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Ptereleotris evides;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Scarus juv.;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Pygoplites diacanthus;1;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Pygoplites diacanthus;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Acanthurus nigricauda;1;27
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Cephalopholis urodeta;1;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Cephalopholis urodeta;1;15
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Monotaxis grandoculis;1;27
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Gomphosus varius;1;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Ctenochaetus binotatus;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Ctenochaetus binotatus;1;10
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Grammistes sexlineatus;1;12
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Stegastes fasciolatus;3;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Stegastes fasciolatus;2;5
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Labroides rubrolabiatus;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Chaetodon quadrimaculatus;2;13
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Ctenochaetus flavicauda;1;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Aulostomus chinensis;1;50
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Scorpaenopsis sp.;1;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Halichoeres hortulanus;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Parupeneus cyclostomus;1;10
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Epibulus insidiator;1;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Pseudocheilinus tetrataenia;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Cirrhilabrus exquisitus;2;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Forcipiger flavissimus;1;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Zanclus cornutus;1;21
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;1;Gymnothorax javanicus;1;90
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus olivaceus;6;24
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus olivaceus;2;26
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus olivaceus;3;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus olivaceus;4;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus olivaceus;3;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Zebrasoma scopas;2;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Zebrasoma scopas;3;14
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Zebrasoma scopas;8;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Zebrasoma scopas;2;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Balistapus undulatus;2;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Balistapus undulatus;2;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Balistapus undulatus;1;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Balistapus undulatus;1;14
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Balistapus undulatus;1;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Balistapus undulatus;1;24
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Odonus niger;12;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Odonus niger;25;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Odonus niger;5;24
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Odonus niger;4;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Melichthys vidua;2;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Melichthys vidua;2;24
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Melichthys vidua;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Melichthys vidua;1;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Gomphosus varius;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Gomphosus varius;1;11
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Parupeneus multifasciatus;2;10
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Parupeneus multifasciatus;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Parupeneus multifasciatus;3;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Macropharyngodon meleagris;2;5
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Macropharyngodon meleagris;4;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Macropharyngodon meleagris;4;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Macropharyngodon meleagris;1;3
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Macropharyngodon meleagris;2;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Macropharyngodon meleagris;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scomberoides lysan;1;65
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Pomachromis fuscidorsalis;18;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Pomachromis fuscidorsalis;8;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Pomachromis fuscidorsalis;6;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Halichoeres claudia;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Halichoeres claudia;5;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Halichoeres claudia;3;10
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Halichoeres claudia;1;11
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Halichoeres claudia;3;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Sufflamen bursa;2;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Sufflamen bursa;1;14
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Sufflamen bursa;1;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Sufflamen bursa;1;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cantherhines pardalis;1;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Naso lituratus;4;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Naso lituratus;2;28
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Naso lituratus;12;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Naso lituratus;2;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Naso lituratus;4;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Plagiotremus tapeinosoma;2;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cephalopholis argus;1;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cephalopholis argus;8;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cephalopholis argus;2;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cephalopholis argus;1;24
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cephalopholis argus;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chromis vanderbilti;20;2
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chromis vanderbilti;25;2
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chromis vanderbilti;10;3
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cirrhilabrus scottorum;10;5
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cirrhilabrus scottorum;10;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cirrhilabrus scottorum;10;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cirrhilabrus scottorum;11;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cirrhilabrus scottorum;15;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus nigrofuscus;2;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus nigrofuscus;2;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus nigrofuscus;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Canthigaster solandri;1;5
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Canthigaster solandri;2;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Canthigaster solandri;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cirrhilabrus exquisitus;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Cirrhilabrus exquisitus;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Coris gaimard;2;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Coris gaimard;1;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chaetodon quadrimaculatus;2;14
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus psittacus;6;21
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus psittacus;9;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus psittacus;8;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus psittacus;4;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus psittacus;5;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus psittacus;3;26
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Lethrinus olivaceus;1;50
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus rubroviolaceus;1;45
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus rubroviolaceus;1;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Centropyge flavissima;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Nemateleotris magnifica;2;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Nemateleotris magnifica;2;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Nemateleotris magnifica;2;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Ctenochaetus binotatus;1;5
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Ctenochaetus binotatus;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus oviceps;1;27
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Scarus oviceps;1;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Forcipiger flavissimus;1;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chromis iomelas;4;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Ptereleotris evides;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Zanclus cornutus;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chaetodon vagabundus;2;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Thalassoma lutescens;1;11
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chaetodon lunula;1;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Carcharhinus melanopterus;1;85
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Carcharhinus melanopterus;1;90
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Carcharhinus melanopterus;1;110
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Monotaxis grandoculis;3;30
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Monotaxis grandoculis;8;32
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chlorurus spilurus;1;26
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chlorurus spilurus;5;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chlorurus spilurus;1;28
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Pseudocheilinus octotaenia;1;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Pseudocheilinus octotaenia;1;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Pseudocheilinus octotaenia;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Caranx melampygus;1;40
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Stethojulis strigiventer;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Nemateleotris magnifica;2;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Nemateleotris magnifica;2;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Parapercis millepunctata;1;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Parapercis millepunctata;1;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Ctenochaetus flavicauda;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Pseudocheilinus tetrataenia;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Pseudocheilinus tetrataenia;1;5
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Rhinecanthus lunula;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Coris aygula;1;30
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Epibulus insidiator;1;28
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Chaetodon pelewensis;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;2;Acanthurus nigricauda;1;30
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cephalopholis argus;2;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cephalopholis argus;1;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cephalopholis argus;3;26
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cephalopholis argus;1;29
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cephalopholis argus;1;27
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cephalopholis argus;1;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Pomachromis fuscidorsalis;20;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Pomachromis fuscidorsalis;5;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Pomachromis fuscidorsalis;12;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Parupeneus multifasciatus;3;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Parupeneus multifasciatus;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Parupeneus multifasciatus;6;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Melichthys vidua;1;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Melichthys vidua;1;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Melichthys vidua;1;26
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chromis vanderbilti;25;2
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chromis vanderbilti;15;3
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chromis vanderbilti;15;2
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cirrhilabrus scottorum;25;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cirrhilabrus scottorum;6;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cirrhilabrus scottorum;8;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cirrhilabrus scottorum;8;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cirrhilabrus scottorum;15;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Balistapus undulatus;2;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Balistapus undulatus;3;15
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Balistapus undulatus;2;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Balistapus undulatus;2;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chromis margaritifer;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chromis margaritifer;1;3
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Thalassoma amblycephalum;2;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Acanthurus nigrofuscus;2;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Acanthurus nigrofuscus;5;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Acanthurus nigrofuscus;6;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Acanthurus nigrofuscus;1;11
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Zebrasoma veliferum;1;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Zebrasoma scopas;2;16
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Zebrasoma scopas;4;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Zebrasoma scopas;2;18
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Naso lituratus;1;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Naso lituratus;3;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Naso lituratus;2;27
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Naso lituratus;2;21
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chlorurus spilurus;2;26
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chlorurus spilurus;6;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chlorurus spilurus;1;27
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chlorurus spilurus;2;30
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chlorurus spilurus;5;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Chlorurus spilurus;2;24
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Acanthurus olivaceus;2;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Halichoeres claudia;3;10
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Halichoeres claudia;2;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Halichoeres claudia;4;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Halichoeres claudia;1;12
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Halichoeres claudia;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Pseudocheilinus octotaenia;1;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Pseudocheilinus octotaenia;2;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Pseudocheilinus octotaenia;2;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Macropharyngodon meleagris;3;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Macropharyngodon meleagris;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Macropharyngodon meleagris;4;3
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Macropharyngodon meleagris;2;5
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Macropharyngodon meleagris;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus psittacus;6;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus psittacus;8;23
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus psittacus;16;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus psittacus;10;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Stethojulis bandanensis;1;10
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Cheilinus trilobatus;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Odonus niger;10;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Odonus niger;8;24
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Odonus niger;5;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Odonus niger;3;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Halichoeres margaritaceus;1;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Thalassoma quinquevittatum;1;13
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Thalassoma quinquevittatum;1;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus oviceps;1;24
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus oviceps;1;26
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus oviceps;2;30
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus oviceps;1;32
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus oviceps;1;28
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus oviceps;1;22
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Stegastes fasciolatus;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Centropyge flavissima;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Centropyge flavissima;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Scarus rubroviolaceus;1;32
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Caranx melampygus;1;29
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Caranx melampygus;1;35
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Nemateleotris magnifica;8;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Nemateleotris magnifica;4;8
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Nemateleotris magnifica;4;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Nemateleotris magnifica;1;3
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Sufflamen bursa;2;17
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Sufflamen bursa;1;15
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Sufflamen bursa;1;14
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Carcharhinus melanopterus;1;100
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Carcharhinus melanopterus;1;80
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Balistoides viridescens;1;37
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Gomphosus varius;1;12
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Gomphosus varius;1;9
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Ctenochaetus flavicauda;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Acanthurus pyroferus;1;25
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Acanthurus nigricauda;2;28
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Pygoplites diacanthus;1;20
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Ctenochaetus binotatus;1;6
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Canthigaster solandri;1;4
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Canthigaster solandri;2;7
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Canthigaster solandri;1;5
2012;2012-05-22;Moorea Entre 2 Baies;Thierry Lison de Loma;3;Canthigaster solandri;1;3
